ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
6055,Laptops,Apple,139,38,Female,4,1,1
6056,Smart Watches,HP,785,25,Male,15,4,0
6057,Smartphones,Samsung,1152,30,Male,12,1,0
6058,Smartphones,Sony,178,25,Male,15,4,0
6059,Laptops,Samsung,2971,27,Female,15,3,0
6060,Laptops,Samsung,2195,42,Female,3,3,1
6061,Smart Watches,HP,1222,47,Male,17,3,0
6062,Tablets,Samsung,2834,20,Male,19,2,0
6063,Laptops,HP,2805,26,Male,4,5,0
6064,Tablets,HP,1993,51,Male,5,1,0
6065,Headphones,Samsung,2132,48,Female,10,3,1
6066,Smart Watches,HP,2150,68,Male,1,3,0
6067,Headphones,HP,2303,52,Male,18,4,1
6068,Headphones,Sony,2573,47,Female,12,2,1
6069,Smartphones,Sony,1745,61,Male,7,4,1
6070,Smart Watches,Other Brands,2348,57,Female,12,4,1
6071,Smart Watches,Sony,1663,23,Male,1,4,0
6072,Laptops,Apple,1861,58,Female,12,3,1
6073,Headphones,Sony,1107,24,Female,5,1,0
6074,Tablets,Sony,1825,54,Female,10,5,1
6075,Tablets,Other Brands,1815,19,Male,19,5,0
6076,Tablets,Other Brands,2423,48,Female,13,3,1
6077,Laptops,Samsung,1782,62,Male,6,3,0
6078,Headphones,Sony,1289,57,Male,3,1,0
6079,Smart Watches,Sony,1210,50,Female,7,3,1
6080,Smartphones,Sony,2652,18,Female,13,5,1
6081,Laptops,HP,1520,19,Female,3,3,0
6082,Laptops,Apple,2342,23,Male,1,1,0
6083,Headphones,Apple,1639,54,Female,19,3,1
6084,Laptops,HP,2329,40,Female,3,1,1
6085,Tablets,HP,889,51,Female,2,3,1
6086,Headphones,Other Brands,1852,28,Male,7,4,0
6087,Tablets,Other Brands,1447,54,Male,3,2,0
6088,Laptops,HP,909,25,Male,16,5,0
6089,Headphones,Sony,2723,50,Male,10,4,1
6090,Headphones,Apple,2939,39,Female,12,3,1
6091,Tablets,HP,1232,44,Male,14,1,0
6092,Laptops,Samsung,206,52,Female,16,5,1
6093,Smart Watches,Samsung,878,31,Male,17,3,0
6094,Headphones,Other Brands,682,52,Male,11,1,0
6095,Headphones,Other Brands,1096,39,Male,13,1,0
6096,Headphones,Samsung,2897,62,Male,9,1,0
6097,Headphones,Sony,287,42,Male,2,2,0
6098,Smart Watches,HP,2950,48,Male,1,5,1
6099,Headphones,Apple,1313,53,Female,8,3,1
6100,Tablets,HP,2256,53,Female,3,4,1
6101,Smartphones,HP,1437,69,Female,5,3,1
6102,Tablets,Apple,1887,50,Female,9,3,1
6103,Laptops,Other Brands,698,45,Female,4,4,1
6104,Headphones,Apple,1854,35,Male,6,2,0
6105,Tablets,Sony,1909,31,Male,16,1,0
6106,Smart Watches,Other Brands,1315,52,Male,9,1,0
6107,Smartphones,Samsung,2737,40,Male,6,2,0
6108,Headphones,HP,1060,23,Female,15,5,1
6109,Smart Watches,Sony,150,23,Female,10,3,0
6110,Smartphones,HP,2460,46,Female,13,1,1
6111,Headphones,Apple,401,40,Male,14,1,0
6112,Tablets,Apple,2760,61,Male,8,3,0
6113,Smart Watches,Other Brands,643,47,Male,17,1,0
6114,Headphones,Samsung,2000,58,Male,16,5,1
6115,Smartphones,Samsung,893,41,Female,2,1,1
6116,Smartphones,Sony,1727,53,Female,15,4,1
6117,Smartphones,HP,1958,69,Male,13,2,0
6118,Smart Watches,Other Brands,2633,59,Female,15,1,1
6119,Tablets,Other Brands,2067,27,Male,7,5,0
6120,Smartphones,Sony,1722,34,Female,17,2,1
6121,Smartphones,Sony,1035,57,Male,4,1,0
6122,Smartphones,Apple,1216,58,Female,16,3,1
6123,Smartphones,Sony,2078,33,Female,7,1,1
6124,Laptops,HP,2298,43,Male,10,5,1
6125,Headphones,Sony,2170,39,Female,15,5,1
6126,Smartphones,HP,2855,52,Male,1,1,0
6127,Smart Watches,Sony,2033,55,Female,3,1,1
6128,Smartphones,Other Brands,2442,63,Female,18,5,1
6129,Headphones,Sony,1135,43,Female,14,3,1
6130,Smartphones,Sony,1895,52,Male,19,4,1
6131,Smartphones,HP,1113,33,Male,13,1,0
6132,Smart Watches,Sony,1596,60,Male,7,4,1
6133,Laptops,HP,2190,31,Female,18,4,1
6134,Headphones,Samsung,2383,50,Female,18,1,1
6135,Smartphones,Sony,1606,25,Male,1,2,0
6136,Headphones,Apple,144,38,Male,9,2,0
6137,Headphones,Other Brands,894,18,Male,7,2,0
6138,Smartphones,Other Brands,743,49,Male,18,2,0
6139,Headphones,Samsung,2573,31,Male,15,3,0
6140,Smartphones,Sony,2056,50,Female,16,1,1
6141,Laptops,Other Brands,1357,31,Female,16,4,1
6142,Smartphones,Sony,1041,67,Male,15,5,1
6143,Headphones,Apple,1263,21,Female,16,1,0
6144,Smart Watches,Apple,1946,68,Female,15,5,1
6145,Headphones,Apple,2127,58,Female,5,2,1
6146,Laptops,Sony,752,61,Female,2,3,1
6147,Tablets,Other Brands,1113,36,Female,6,4,1
6148,Tablets,Samsung,1541,41,Female,2,3,1
6149,Laptops,HP,2691,56,Male,11,4,1
6150,Tablets,Samsung,305,18,Male,16,4,0
6151,Tablets,Samsung,2004,52,Male,2,2,0
6152,Laptops,Samsung,631,58,Female,6,3,1
6153,Headphones,Samsung,1668,33,Female,7,4,1
6154,Laptops,HP,306,47,Male,14,4,1
6155,Smartphones,Apple,2786,38,Male,7,2,0
6156,Smartphones,Sony,2437,18,Female,11,1,0
6157,Smartphones,Other Brands,2285,58,Female,14,1,1
6158,Smartphones,Sony,1908,18,Female,5,5,1
6159,Smart Watches,Sony,1872,22,Male,16,1,0
6160,Smart Watches,HP,1909,40,Male,11,5,1
6161,Tablets,Apple,2920,35,Male,14,3,0
6162,Headphones,Other Brands,400,19,Male,7,2,0
6163,Smart Watches,HP,2409,29,Female,2,3,0
6164,Headphones,Samsung,141,18,Female,13,1,0
6165,Headphones,Apple,2729,36,Female,2,3,1
6166,Headphones,Sony,2330,45,Female,6,3,1
6167,Headphones,HP,2250,18,Male,19,4,0
6168,Smartphones,HP,864,59,Female,15,3,1
6169,Smartphones,HP,1879,54,Male,15,4,1
6170,Laptops,Apple,503,61,Female,2,2,1
6171,Laptops,Sony,2247,31,Male,14,2,0
6172,Tablets,Samsung,2719,36,Female,3,5,1
6173,Headphones,Other Brands,1344,64,Female,10,3,1
6174,Smartphones,Samsung,733,44,Female,13,4,1
6175,Smart Watches,Other Brands,614,57,Female,19,2,1
6176,Smart Watches,Samsung,1759,33,Female,14,3,1
6177,Headphones,HP,287,19,Male,3,1,0
6178,Laptops,HP,2073,68,Male,6,4,1
6179,Headphones,Apple,1134,20,Female,14,2,0
6180,Headphones,HP,1506,63,Female,19,4,1
6181,Headphones,Sony,466,30,Male,9,4,0
6182,Smart Watches,Apple,1068,21,Male,17,3,0
6183,Smart Watches,Other Brands,558,24,Female,6,3,0
6184,Smart Watches,HP,1518,69,Male,9,1,0
6185,Laptops,Other Brands,2417,31,Male,8,1,0
6186,Laptops,Samsung,502,49,Male,13,4,1
6187,Smart Watches,HP,1377,48,Female,2,2,1
6188,Laptops,HP,234,45,Male,16,2,0
6189,Headphones,Sony,248,21,Female,5,3,0
6190,Laptops,Apple,616,24,Female,2,1,0
6191,Headphones,Samsung,2042,59,Male,17,2,0
6192,Headphones,Apple,1053,54,Male,17,3,0
6193,Laptops,Samsung,2759,54,Female,13,4,1
6194,Headphones,Apple,548,21,Female,1,1,0
6195,Tablets,Apple,541,65,Female,13,1,1
6196,Tablets,Apple,2631,29,Male,7,3,0
6197,Laptops,Other Brands,954,28,Female,16,1,0
6198,Laptops,HP,1747,32,Male,12,4,1
6199,Tablets,Apple,1947,34,Female,4,2,1
6200,Laptops,Apple,1474,37,Female,1,3,1
6201,Laptops,Sony,2565,44,Female,15,5,1
6202,Smartphones,HP,729,37,Female,11,4,1
6203,Smart Watches,Apple,234,32,Female,5,2,1
6204,Laptops,Other Brands,1828,20,Female,15,3,0
6205,Smart Watches,Samsung,147,57,Female,15,3,1
6206,Smart Watches,Apple,2698,51,Female,3,1,1
6207,Laptops,Other Brands,2351,28,Male,1,4,0
6208,Smart Watches,Apple,2428,43,Female,9,5,1
6209,Smartphones,Sony,1050,56,Male,2,1,0
6210,Tablets,Sony,856,18,Male,7,3,0
6211,Smartphones,Sony,1117,43,Female,14,2,1
6212,Headphones,Sony,2359,28,Female,3,2,0
6213,Laptops,Samsung,1153,64,Female,6,1,1
6214,Smartphones,Sony,1526,67,Female,1,5,1
6215,Headphones,Other Brands,2434,54,Male,11,3,0
6216,Smartphones,Other Brands,2164,63,Female,2,1,1
6217,Smart Watches,Apple,489,33,Male,8,3,0
6218,Headphones,Other Brands,1396,68,Male,18,3,0
6219,Smartphones,HP,1577,25,Female,7,2,0
6220,Tablets,Samsung,1369,19,Male,11,2,0
6221,Headphones,Samsung,957,52,Female,18,4,1
6222,Tablets,Samsung,909,20,Female,6,2,0
6223,Laptops,HP,1602,48,Female,13,2,1
6224,Laptops,Apple,749,59,Male,1,4,1
6225,Smartphones,Other Brands,493,68,Female,9,4,1
6226,Headphones,Sony,2181,38,Female,11,5,1
6227,Headphones,Other Brands,2964,64,Male,15,2,0
6228,Smart Watches,Samsung,481,64,Male,6,3,0
6229,Laptops,Samsung,392,35,Female,16,1,1
6230,Headphones,Apple,1085,60,Female,14,4,1
6231,Laptops,Apple,2425,23,Female,1,1,0
6232,Smart Watches,Sony,2315,43,Male,6,5,1
6233,Tablets,HP,2704,55,Female,12,2,1
6234,Laptops,Other Brands,742,31,Female,18,3,1
6235,Smart Watches,Sony,1900,60,Male,1,3,0
6236,Headphones,Samsung,2559,56,Female,7,2,1
6237,Smart Watches,Other Brands,2391,41,Male,5,4,1
6238,Laptops,Sony,2056,62,Female,17,3,1
6239,Smart Watches,HP,2700,32,Female,7,2,1
6240,Smart Watches,Samsung,2349,57,Male,8,2,0
6241,Smartphones,Other Brands,2329,62,Male,19,2,0
6242,Tablets,Other Brands,1620,33,Male,1,1,0
6243,Headphones,Other Brands,146,66,Male,15,3,0
6244,Smartphones,Sony,2261,58,Female,4,5,1
6245,Laptops,Apple,2334,32,Male,4,2,0
6246,Smart Watches,Sony,2969,67,Female,7,2,1
6247,Headphones,Other Brands,1827,39,Female,17,1,1
6248,Tablets,Other Brands,905,23,Female,13,4,1
6249,Smart Watches,Other Brands,737,38,Female,15,1,1
6250,Tablets,Sony,1142,38,Male,16,3,0
6251,Smartphones,HP,2283,23,Female,5,1,0
6252,Headphones,HP,1434,23,Male,9,5,0
6253,Smartphones,Other Brands,1478,22,Female,9,1,0
6254,Tablets,Apple,447,47,Female,5,4,1
6255,Tablets,HP,1092,43,Male,3,2,0
6256,Smart Watches,Other Brands,1629,25,Female,4,2,0
6257,Headphones,Samsung,1765,63,Female,8,1,1
6258,Tablets,Other Brands,785,54,Male,12,5,1
6259,Headphones,Apple,2823,29,Male,19,1,0
6260,Smart Watches,Samsung,1983,21,Female,6,1,0
6261,Smartphones,Apple,235,51,Male,3,5,1
6262,Smart Watches,Apple,2743,52,Male,6,3,0
6263,Smartphones,Other Brands,105,31,Male,16,4,1
6264,Smartphones,HP,700,59,Male,9,5,1
6265,Tablets,Samsung,1458,40,Male,17,1,0
6266,Tablets,Apple,674,40,Male,13,3,0
6267,Smartphones,Other Brands,2576,58,Female,18,5,1
6268,Smart Watches,HP,2056,50,Female,5,1,1
6269,Laptops,Apple,680,43,Male,1,5,1
6270,Smartphones,Samsung,510,62,Male,6,1,0
6271,Smart Watches,Apple,1887,42,Female,6,3,1
6272,Laptops,Apple,1767,38,Male,7,3,0
6273,Tablets,Other Brands,846,52,Male,3,4,1
6274,Headphones,Sony,1097,49,Male,7,3,0
6275,Headphones,HP,2891,50,Male,2,5,1
6276,Tablets,Samsung,223,24,Male,18,3,0
6277,Smart Watches,Sony,1825,59,Female,13,1,1
6278,Tablets,Other Brands,580,61,Female,5,4,1
6279,Laptops,Other Brands,672,61,Male,16,5,1
6280,Smartphones,Sony,2171,28,Male,3,5,0
6281,Tablets,Apple,1826,41,Female,4,2,1
6282,Smartphones,HP,2443,49,Female,3,1,1
6283,Headphones,Other Brands,461,59,Female,18,3,1
6284,Tablets,Other Brands,2650,25,Male,9,4,0
6285,Smart Watches,HP,1375,54,Male,10,2,0
6286,Smart Watches,Samsung,1375,53,Female,14,2,1
6287,Headphones,Sony,400,28,Male,17,3,0
6288,Smart Watches,Other Brands,1249,66,Male,10,3,0
6289,Headphones,HP,1475,57,Female,19,5,1
6290,Smart Watches,Sony,516,64,Female,5,5,1
6291,Laptops,Samsung,1605,45,Male,9,1,0
6292,Laptops,HP,543,40,Female,12,2,1
6293,Smart Watches,Samsung,2258,57,Female,15,3,1
6294,Smart Watches,HP,1096,58,Female,13,4,1
6295,Smartphones,Apple,2448,68,Male,1,1,0
6296,Smartphones,Apple,2962,30,Female,5,5,1
6297,Tablets,Other Brands,2834,65,Female,5,4,1
6298,Smartphones,HP,561,23,Male,8,3,0
6299,Laptops,Other Brands,986,29,Female,7,1,0
6300,Headphones,Apple,2367,65,Male,15,5,1
6301,Laptops,Apple,1375,44,Female,3,1,1
6302,Smart Watches,HP,2147,37,Male,3,1,0
6303,Headphones,Samsung,2336,69,Female,11,3,1
6304,Smartphones,HP,1741,33,Female,11,4,1
6305,Tablets,HP,1018,55,Female,5,5,1
6306,Tablets,Sony,2645,25,Female,7,2,0
6307,Tablets,Other Brands,508,46,Female,2,4,1
6308,Smart Watches,HP,110,46,Female,1,3,1
6309,Headphones,Sony,2102,68,Male,2,3,0
6310,Smart Watches,Other Brands,1675,42,Male,16,1,0
6311,Tablets,Samsung,1764,28,Female,7,4,1
6312,Tablets,Apple,623,27,Female,16,5,1
6313,Laptops,Apple,2486,34,Female,10,3,1
6314,Smartphones,Apple,2345,36,Male,17,3,0
6315,Smart Watches,HP,2667,27,Male,15,4,0
6316,Headphones,Other Brands,1003,27,Male,9,5,0
6317,Smartphones,Other Brands,248,52,Male,9,3,0
6318,Headphones,Sony,905,53,Female,13,2,1
6319,Headphones,Other Brands,1054,40,Male,16,5,1
6320,Laptops,HP,699,53,Female,18,4,1
6321,Tablets,Apple,2371,36,Female,10,1,1
6322,Tablets,Apple,2763,41,Female,18,2,1
6323,Smart Watches,Other Brands,1112,68,Female,17,2,1
6324,Smart Watches,Samsung,158,61,Female,6,2,1
6325,Smart Watches,Sony,969,42,Male,6,3,0
6326,Smart Watches,Samsung,2385,51,Female,6,3,1
6327,Headphones,Sony,512,18,Male,16,1,0
6328,Smartphones,Apple,1218,43,Male,19,2,0
6329,Smart Watches,Sony,564,36,Male,8,3,0
6330,Smartphones,Apple,321,42,Female,2,4,1
6331,Laptops,Samsung,2039,63,Male,5,3,0
6332,Laptops,Other Brands,425,31,Male,7,4,1
6333,Smartphones,Other Brands,815,68,Female,2,5,1
6334,Tablets,Other Brands,473,57,Female,9,1,1
6335,Laptops,Other Brands,932,38,Female,4,4,1
6336,Smartphones,Samsung,1074,63,Female,16,5,1
6337,Tablets,HP,2123,33,Female,1,4,1
6338,Tablets,Samsung,374,22,Male,7,1,0
6339,Tablets,Samsung,1564,36,Male,5,1,0
6340,Smartphones,HP,1683,26,Male,10,3,0
6341,Smart Watches,Other Brands,1232,46,Female,11,2,1
6342,Tablets,Samsung,682,42,Male,6,2,0
6343,Smart Watches,HP,2297,26,Female,5,2,0
6344,Laptops,Samsung,2836,20,Male,2,1,0
6345,Laptops,Sony,1880,50,Male,17,2,0
6346,Tablets,Samsung,2756,40,Male,13,5,1
6347,Headphones,Other Brands,1773,48,Male,14,1,0
6348,Tablets,HP,933,60,Male,1,5,1
6349,Smartphones,Apple,1226,46,Female,2,4,1
6350,Smartphones,Samsung,746,43,Female,9,3,1
6351,Laptops,Apple,1375,29,Male,14,5,0
6352,Laptops,Sony,1106,39,Female,8,2,1
6353,Smartphones,Sony,2876,69,Female,17,3,1
6354,Headphones,Sony,440,48,Female,7,5,1
6355,Smart Watches,Sony,2086,62,Female,2,2,1
6356,Smartphones,Samsung,1270,37,Male,18,4,1
6357,Laptops,Samsung,2082,23,Male,8,2,0
6358,Laptops,Sony,427,62,Female,17,4,1
6359,Smart Watches,Samsung,662,52,Female,13,1,1
6360,Smart Watches,Other Brands,2018,45,Female,5,3,1
6361,Tablets,Sony,1623,18,Male,4,3,0
6362,Tablets,Sony,333,26,Male,14,5,0
6363,Laptops,Samsung,252,56,Female,5,5,1
6364,Smart Watches,Sony,1804,43,Male,16,3,0
6365,Headphones,HP,2181,62,Male,13,4,1
6366,Smart Watches,Other Brands,403,52,Female,17,5,1
6367,Smartphones,Apple,717,25,Male,16,1,0
6368,Smart Watches,Apple,2637,68,Male,19,2,0
6369,Headphones,Sony,849,31,Female,11,2,1
6370,Smartphones,Samsung,782,54,Male,7,2,0
6371,Tablets,Samsung,2026,31,Male,1,2,0
6372,Smartphones,HP,2922,57,Female,8,3,1
6373,Laptops,Apple,603,40,Male,3,4,1
6374,Laptops,Samsung,817,40,Male,2,4,1
6375,Headphones,HP,556,23,Female,5,4,1
6376,Smart Watches,Samsung,525,24,Male,1,3,0
6377,Laptops,Sony,2766,43,Male,3,3,0
6378,Smartphones,Apple,1187,41,Female,10,1,1
6379,Headphones,Samsung,2070,49,Male,13,5,1
6380,Headphones,Apple,1388,63,Male,16,3,0
6381,Smartphones,Other Brands,2584,21,Female,18,1,0
6382,Headphones,HP,319,33,Female,7,2,1
6383,Headphones,Sony,1768,61,Female,1,3,1
6384,Smart Watches,Sony,2623,29,Male,9,1,0
6385,Tablets,HP,1199,65,Female,14,2,1
6386,Headphones,Other Brands,601,35,Female,6,2,1
6387,Tablets,Apple,2051,56,Female,11,4,1
6388,Tablets,Samsung,1700,40,Female,14,4,1
6389,Laptops,Apple,2320,41,Female,9,1,1
6390,Headphones,Samsung,1473,61,Female,13,4,1
6391,Laptops,Other Brands,419,66,Male,6,4,1
